1,1,1,1
1,1,2,1
1,6,7,1
1,14,15,1
1,14,16,1
1,14,17,1
1,14,18,1
1,14,19,1
1,14,20,1
1,14,21,1
1,14,22,1
1,14,23,1
1,14,24,1
1,14,25,1
1,14,26,1
1,14,27,1
1,14,28,1
1,14,29,1
1,14,30,1
1,14,31,1
1,14,32,1
1,14,33,1
1,14,34,1
1,14,35,1
1,14,36,1
1,14,37,1
1,14,38,1
1,14,39,1
1,14,40,1
1,14,41,1
1,14,42,1
1,14,43,1
1,14,44,1
1,14,45,1
1,14,46,1
1,14,47,1
1,48,9,1
1,48,14,1
1,48,49,1
1,48,50,1
1,48,51,1
1,48,52,1
1,48,53,1
1,48,54,1
1,48,55,1
1,48,56,1
1,48,57,1
1,48,58,1
1,48,59,1
1,48,60,1
1,48,61,1
1,48,62,1
1,48,63,1
1,48,64,1
1,48,65,1
1,48,66,1
1,48,67,1
1,48,68,1
1,48,69,1
1,48,70,1
1,48,71,1
1,48,72,1
1,48,73,1
1,48,74,1
1,48,75,1
1,48,76,1
1,48,77,1
1,48,78,1
1,48,79,1
1,48,80,1
1,48,81,1
1,48,82,1
1,48,83,1
1,48,84,1
1,48,85,1
1,48,86,1
1,48,87,1
1,48,88,1
1,48,89,1
1,48,90,1
1,48,91,1
1,48,92,1
1,48,93,1
1,48,94,1
1,48,95,1
1,48,96,1
1,48,97,1
1,48,98,1
1,48,99,1
1,48,100,1
1,48,101,1
1,48,102,1
1,48,103,1
1,48,104,1
1,48,105,1
1,48,106,1
1,48,107,1
1,48,108,1
1,48,109,1
1,48,110,1
1,48,111,1
1,48,112,1
1,48,113,1
1,48,114,1
1,48,115,1
1,48,116,1
1,48,117,1
1,48,118,1
1,48,119,1
1,48,120,1
1,48,121,1
1,48,122,1
1,48,123,1
1,48,124,1
1,48,125,1
1,48,126,1
1,48,128,1
1,48,129,1
1,48,130,1
1,48,131,1
1,48,132,1
1,48,133,1
1,48,134,1
1,48,135,1
1,48,136,1
1,48,137,1
1,48,138,1
1,48,139,1
1,48,140,1
1,48,141,1
1,48,142,1
1,48,143,1
1,48,144,1
1,48,145,1
1,48,146,1
1,48,147,1
1,48,148,1
1,48,149,1
1,48,150,1
1,48,151,1
1,48,152,1
1,48,153,1
1,48,154,1
1,48,155,1
1,48,156,1
1,48,157,1
1,48,158,1
1,48,159,1
1,48,160,1
1,48,161,1
1,48,162,1
1,48,163,1
